field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
18777,6137610540,8/27/2014,490000,3,2.25,2550,8588,1,0,4,3,9,2550,0.0,1989,0,98011,47.7711,-122.195,3050,8588,Tract 021804,2,4,2,8,2.666666670000000,8.436335100000000,31.234059250000000
18778,2525049263,7/9/2014,2680000,5,3,4290,20445,2,,0,4,11,4290,0.0,1985,0,98039,47.6217,-122.239,3620,22325,Tract 024200,2,1,2,5,1.666666670000000,5.572851810000000,29.919053550000000
18779,126059310,11/30/2014,1000000,3,2.25,3040,52302,1,0,0,3,9,3040,0.0,2005,0,98072,47.7635,-122.112,2070,38600,Tract 032320,1,1,1,3,1.000000000000000,2.109612880000000,13.397129190000000
18780,4254000540,7/8/2014,469950,4,2.75,2530,14178,2,0,0,3,8,2530,0.0,1997,,98019,47.737,-121.955,2530,14055,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
18781,5101405067,5/9/2014,536000,3,1.75,1300,5413,1.5,0,0,3,7,1300,?,1925,,98115,47.6988,-122.32,1590,6380,Tract 001900,2,4,2,8,2.666666670000000,8.268787940000000,27.904542600000000
18782,5468000180,3/5/2015,244950,4,2.5,1790,19177,1,0,0,4,7,1790,0.0,1966,0,98030,47.3617,-122.172,1760,11726,Tract 029502,3,4,4,11,3.666666670000000,15.239212620000000,52.105331770000000
18783,1930301220,4/17/2015,575000,3,1,1530,2400,1,0,0,4,7,890,640.0,1928,,98103,47.6543,-122.354,1240,2400,Tract 004900,1,4,1,6,2.000000000000000,1.413380000000000,12.868488360000000
18784,9282801450,3/25/2015,361000,5,2.75,2380,7500,1,0,0,3,7,1300,1080.0,1984,0,98178,47.5009,-122.235,2400,6000,Tract 026001,3,3,5,11,3.666666670000000,11.478991600000000,66.100840340000000
18785,4037000925,3/27/2015,650000,5,2.25,2400,13450,1,0,0,5,7,1200,1200.0,1957,0,98008,47.6007,-122.117,1950,10361,Tract 023100,3,3,3,9,3.000000000000000,11.344537820000000,42.486406330000000
18786,3336000230,3/23/2015,230005,2,1,1030,6000,1,0,0,2,7,830,200.0,1951,0,98118,47.5291,-122.268,1770,5000,Tract 011800,4,5,5,14,4.666666670000000,27.415329770000000,79.976232920000000
18787,3621059043,5/27/2014,293000,4,2.5,3250,235063,1,0,2,3,9,3250,0.0,1973,0,98092,47.2582,-122.113,1600,44287,Tract 031202,1,3,2,6,2.000000000000000,1.301587300000000,26.936507940000000
18788,126049231,5/16/2014,445000,3,3,1970,24318,1,0,0,3,8,1970,0.0,2010,0,98028,47.7651,-122.246,2150,14695,Tract 021700,3,4,2,9,3.000000000000000,10.180047560000000,32.872834330000000
18789,3331000220,8/14/2014,280000,4,1.5,1940,6386,1,,0,3,7,1140,800.0,1954,0,98118,47.5533,-122.285,1340,6165,Tract 010300,3,4,4,11,3.666666670000000,14.596273290000000,60.756634670000000
18790,3904900230,7/16/2014,520000,3,2.25,1850,10855,1,0,0,3,8,1370,480.0,1985,,98029,47.5696,-122.02,1850,8209,Tract 032211,2,2,3,7,2.333333330000000,9.443002600000000,40.447195050000000
18791,525069133,8/5/2014,780000,4,3.25,3900,40962,2,0,0,3,10,3900,0.0,1991,0,98053,47.683,-122.063,1730,11775,Tract 032313,4,3,5,12,4.000000000000000,18.452921590000000,63.972146530000000
18792,2721049061,7/9/2014,625000,3,1.75,3160,76230,1,0,0,4,8,2160,1000.0,1978,0,98001,47.274,-122.287,1990,45789,Tract 030404,1,3,1,5,1.666666670000000,3.062880320000000,19.107505070000000
18793,5381000411,4/10/2015,239950,3,1.75,1440,7200,1,0,0,3,7,1440,0.0,1986,0,98188,47.4473,-122.284,1640,9167,Tract 028402,4,5,5,14,4.666666670000000,18.271119840000000,71.335952850000000
18794,603000150,6/16/2014,335000,3,1.5,2040,6000,1,0,0,3,7,1340,700.0,1957,0,98118,47.5218,-122.286,1190,6000,Tract 011700,5,4,5,14,4.666666670000000,30.920936780000000,88.448670540000000
18795,3904960690,4/17/2015,612000,3,2.5,2120,7401,2,0,0,3,8,2120,0.0,1989,0,98029,47.5781,-122.018,2010,7972,Tract 032211,2,2,3,7,2.333333330000000,9.443002600000000,40.447195050000000
18796,7686202730,8/4/2014,200000,2,1,830,8000,1,0,0,3,6,830,0.0,1954,0,98198,47.4215,-122.318,1300,8000,Tract 028801,3,4,4,11,3.666666670000000,15.369393140000000,50.626649080000000
18797,9264910300,7/10/2014,345000,3,1.75,3140,8571,1,0,0,4,8,1670,1470.0,1985,0,98023,47.3074,-122.337,2590,7949,Tract 030309,3,4,4,11,3.666666670000000,10.702572070000000,53.357500430000000
18798,1437910090,1/28/2015,520000,4,2.5,2410,6440,1,0,0,3,8,1550,860.0,1974,0,98034,47.7153,-122.191,2330,6938,Tract 022005,2,4,2,8,2.666666670000000,6.973995270000000,33.077226160000000
18799,2652500740,6/18/2014,855000,4,2.25,2190,4080,2,0,0,3,8,1800,390.0,1918,0,98119,47.6425,-122.358,2100,4080,Tract 006000,1,3,1,5,1.666666670000000,0.674157300000000,20.069144340000000
18800,9274200735,5/7/2015,567500,4,1.75,2190,5060,1,0,0,3,7,1190,1000.0,1950,0,98116,47.5846,-122.387,1510,4600,Tract 009600,1,3,1,5,1.666666670000000,2.939650700000000,17.430399450000000
18801,1745000090,11/10/2014,208000,3,1.5,1210,7247,1,0,0,4,7,1210,0.0,1967,0,98003,47.328,-122.321,1370,7869,Tract 030202,2,5,4,11,3.666666670000000,7.200000000000000,50.309433960000000
18802,5101405338,8/21/2014,452000,3,1.75,1880,16239,1,,0,3,7,880,1000.0,1922,0,98115,47.7004,-122.304,1260,7528,Tract 001100,2,4,2,8,2.666666670000000,6.377642420000000,27.660336800000000
18803,9348500220,7/28/2014,555000,3,3,2410,12183,2,0,0,3,9,2410,0.0,1988,,98011,47.747,-122.177,2540,9979,Tract 021905,2,3,2,7,2.333333330000000,8.536148890000000,32.355046530000000
18804,1066600090,9/5/2014,519000,5,2.75,2620,8861,1,0,0,5,8,1350,1270.0,1979,,98056,47.5226,-122.183,1940,10800,Tract 024702,3,2,3,8,2.666666670000000,10.308182780000000,37.606269930000000
18805,3331500455,12/3/2014,474950,3,2.25,1850,2575,2,0,0,3,9,1850,0.0,2013,0,98118,47.5525,-122.273,1080,4120,Tract 010200,2,3,3,8,2.666666670000000,8.665207880000000,37.330415750000000
18806,1427300120,1/21/2015,419000,3,2.25,1760,16418,1,0,0,3,7,1190,570.0,1990,0,98053,47.6525,-121.985,2260,20747,Tract 032315,1,2,1,4,1.333333330000000,2.753464620000000,15.098468270000000
18807,1861400068,9/11/2014,390000,2,1,860,1800,1,0,0,3,7,860,0.0,1909,0,98119,47.6334,-122.371,2160,3120,Tract 006900,1,2,1,4,1.333333330000000,0.322320710000000,12.993553590000000
18808,4040500100,10/20/2014,539000,7,2.25,2620,6890,2,0,0,4,7,2620,0.0,1961,0,98007,47.6123,-122.134,2070,7910,Tract 023201,4,3,5,12,4.000000000000000,19.084967320000000,69.600580970000000
18809,6117501250,8/1/2014,569000,4,1.75,2400,21196,1,0,0,5,8,1590,810.0,1956,0,98166,47.4282,-122.347,2200,19134,Tract 028600,1,3,1,5,1.666666670000000,1.273584910000000,13.522012580000000
18810,9523103990,12/8/2014,611000,3,1,1850,5000,1.5,0,0,3,7,1850,0.0,1922,0,98103,47.6727,-122.351,1850,5000,Tract 003500,1,3,1,5,1.666666670000000,2.345099980000000,15.724512470000000
18811,3221069054,10/28/2014,760000,3,2.5,4040,147856,2,0,0,3,9,4040,0.0,2004,0,98092,47.2711,-122.067,3000,125452,Tract 031202,1,3,2,6,2.000000000000000,1.301587300000000,26.936507940000000
18812,8838900032,5/18/2014,732000,3,2,1940,55756,1,,0,5,9,1940,0.0,1954,0,98007,47.5913,-122.149,2330,10018,Tract 023401,3,4,4,11,3.666666670000000,11.829364040000000,49.149437320000000
18813,1455100355,7/8/2014,1680000,3,2.5,3490,8343,2,1,4,4,9,2150,1340.0,1939,,98125,47.7265,-122.281,2990,13104,Tract 000100,3,5,3,11,3.666666670000000,11.025995230000000,46.037925400000000
18814,1853080120,9/3/2014,919950,5,2.75,3170,7062,2,0,0,3,9,3170,0.0,2014,,98074,47.5937,-122.061,3210,6891,Tract 032203,2,1,2,5,1.666666670000000,9.129940650000000,34.524561180000000
18815,2806800120,6/10/2014,400000,4,2.5,2530,7563,1,0,0,3,7,1440,1090.0,1978,0,98011,47.7762,-122.21,1960,7811,Tract 021803,2,4,2,8,2.666666670000000,5.444535070000000,29.098694940000000
18816,3216000090,7/29/2014,785000,4,2.5,3230,21781,2,0,0,3,9,3230,0.0,1993,,98053,47.6318,-122.01,3230,21780,Tract 032215,2,1,3,6,2.000000000000000,8.350971710000000,44.294785450000000
18817,1525059165,6/29/2014,835000,3,2.25,2120,54014,2,0,0,4,9,2120,0.0,1964,0,98005,47.6482,-122.159,3280,50690,Tract 022801,4,3,5,12,4.000000000000000,18.901250140000000,62.610391100000000
18818,8901000835,2/11/2015,640500,2,1.75,1640,6750,1,0,0,4,8,1340,300.0,1939,,98125,47.7068,-122.308,1760,7490,Tract 001100,2,4,2,8,2.666666670000000,6.377642420000000,27.660336800000000
18819,8001400300,3/16/2015,310000,4,2.5,2130,9013,2,0,0,3,8,2130,0.0,1988,0,98001,47.3208,-122.273,2350,8982,Tract 029901,3,4,2,9,3.000000000000000,11.431670280000000,33.427331890000000
18820,1138000450,10/16/2014,355000,4,1,1440,7215,1.5,0,0,3,7,1440,0.0,1969,,98034,47.7133,-122.212,1150,7215,Tract 022202,2,3,2,7,2.333333330000000,7.508626640000000,30.835058660000000
18821,2485000100,5/29/2014,685000,3,1.75,1940,7313,1,0,1,4,8,1440,500.0,1960,0,98136,47.5239,-122.387,2160,7200,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
18822,7689600215,10/17/2014,202500,3,1,1120,8576,1,0,0,3,6,1120,0.0,1943,0,98178,47.4896,-122.248,1050,8812,Tract 026100,3,5,5,13,4.333333330000000,15.812274370000000,80.096269550000000
18823,7852010940,5/5/2015,540000,3,2.5,2400,5817,2,0,0,3,8,2400,0.0,1998,0,98065,47.5371,-121.87,2420,5817,Tract 032602,1,1,1,3,1.000000000000000,1.680107530000000,21.804062130000000
18824,739980360,11/17/2014,295000,4,2.5,1810,4871,2,0,0,3,8,1810,0.0,1999,0,98031,47.4088,-122.192,1850,5003,Tract 029403,4,4,5,13,4.333333330000000,23.268360600000000,63.296206060000000
18825,1102001055,4/24/2015,518000,3,1,1270,6612,1.5,,3,3,7,1270,0.0,1927,0,98118,47.5433,-122.264,2100,7680,Tract 011102,4,4,4,12,4.000000000000000,19.553571430000000,57.790178570000000
18826,2781250970,5/1/2015,250000,2,1.75,1350,4023,1,0,0,3,7,1350,0.0,2005,0,98038,47.3493,-122.023,1370,3570,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
18827,3624079067,5/8/2014,330000,2,2,1550,435600,1.5,0,0,2,7,1550,0.0,1972,0,98065,47.5145,-121.853,1600,217800,Tract 032703,1,3,1,5,1.666666670000000,4.208754210000000,13.846801350000000
18828,4443800785,11/21/2014,481000,2,1,1620,3880,1,0,0,4,7,920,700.0,1924,0,98117,47.6855,-122.391,1330,3880,Tract 003100,1,3,1,5,1.666666670000000,1.966857670000000,12.962676170000000
18829,3303900090,10/23/2014,898000,3,2.25,2650,12845,1,0,3,3,9,1770,880.0,1977,,98034,47.7209,-122.256,2650,12902,Tract 022300,1,1,1,3,1.000000000000000,3.022289380000000,18.322629390000000
18830,686530530,8/4/2014,570000,5,1.75,2510,9750,1.5,0,0,3,8,2510,0.0,1969,,98052,47.6635,-122.149,1900,9750,Tract 022606,4,2,3,9,3.000000000000000,16.539890320000000,36.423138160000000
18831,4254000220,3/7/2015,475000,4,2.5,2040,16200,2,0,0,3,8,2040,0.0,1997,0,98019,47.7366,-121.958,2530,15389,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
18832,7575600610,2/9/2015,265000,3,2.5,1660,5250,2,0,0,4,8,1660,0.0,1988,0,98003,47.3541,-122.3,1630,5505,Tract 030004,4,5,5,14,4.666666670000000,17.935437240000000,68.826788730000000
18833,7631800110,9/18/2014,380000,3,2.5,1980,17342,2,1,4,3,10,1580,400.0,1984,0,98166,47.4551,-122.373,2060,17313,Tract 027800,1,3,1,5,1.666666670000000,0.910693300000000,11.398354880000000
18834,7732410120,8/19/2014,790000,4,2.5,2690,8036,2,0,0,4,9,2690,0.0,1987,0,98007,47.6596,-122.144,2420,8087,Tract 022801,4,3,5,12,4.000000000000000,18.901250140000000,62.610391100000000
18835,2493200040,3/12/2015,620000,2,2.25,2910,6110,2,0,2,4,9,2910,0.0,1985,0,98136,47.5279,-122.387,2090,5763,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
18836,2568300040,8/19/2014,709050,4,3.5,2720,9000,2,0,0,3,8,2670,50.0,1997,0,98125,47.7034,-122.297,1960,7772,Tract 001000,3,3,2,8,2.666666670000000,10.847628660000000,33.249243190000000
18837,1781500385,8/6/2014,296500,3,1,1280,5100,1,0,0,3,7,1280,0.0,1948,,98126,47.5259,-122.38,1380,7140,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
18838,626710220,8/13/2014,475000,3,2.5,2160,35912,2,0,0,3,8,2160,0.0,1982,0,98077,47.7273,-122.083,2230,35244,Tract 032326,2,1,2,5,1.666666670000000,7.666181470000000,23.944687050000000
18839,9414500230,10/22/2014,440000,3,2.25,1760,10835,1,0,0,4,8,1290,470.0,1976,0,98027,47.522,-122.048,2050,10488,Tract 032104,1,3,2,6,2.000000000000000,3.522473700000000,25.757092760000000
18840,6638900405,12/8/2014,405000,2,1,800,6016,1,0,0,3,6,800,0.0,1942,,98117,47.6913,-122.369,1470,3734,Tract 001702,2,4,2,8,2.666666670000000,5.608443710000000,25.186258280000000
18841,7327902612,5/13/2015,269500,2,1,930,4000,1,0,0,3,6,730,200.0,1943,0,98108,47.5321,-122.323,1100,5000,Tract 011200,4,5,5,14,4.666666670000000,19.763377250000000,66.577036840000000
18842,7923600330,11/19/2014,520000,5,1.75,2040,5280,1,0,0,4,7,1020,1020.0,1961,0,98007,47.5941,-122.144,1720,7344,Tract 023401,3,4,4,11,3.666666670000000,11.829364040000000,49.149437320000000
18843,2011400782,8/4/2014,229500,1,1,1180,22000,1,0,2,3,6,1180,0.0,1948,0,98198,47.4007,-122.323,1890,11761,Tract 028901,3,4,2,9,3.000000000000000,10.389202760000000,31.763967360000000
18844,821049149,10/9/2014,335000,4,1.75,2000,10890,1,0,0,4,7,1390,610.0,1961,0,98003,47.3203,-122.321,1520,9250,Tract 030202,2,5,4,11,3.666666670000000,7.200000000000000,50.309433960000000
18845,4054700300,10/21/2014,680000,4,2.75,3310,50951,2,0,0,3,9,3310,0.0,1998,0,98077,47.7249,-122.027,3230,39340,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
18846,3931900580,3/13/2015,1390000,4,3.5,3130,3900,2,0,0,3,9,2550,580.0,2008,0,98115,47.6849,-122.327,1830,3900,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
18847,2485000165,12/15/2014,740000,4,2.5,2300,9900,1,0,2,3,8,1600,700.0,1961,0,98136,47.5256,-122.385,2510,7500,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
18848,1117000150,3/17/2015,270000,3,2.25,2140,9990,1,0,0,4,8,2140,0.0,1962,0,98003,47.3484,-122.298,2060,9990,Tract 030004,4,5,5,14,4.666666670000000,17.935437240000000,68.826788730000000
18849,4321200600,5/4/2015,510000,4,2,2210,5572,1.5,0,3,3,7,1760,450.0,1911,0,98126,47.5727,-122.376,1760,4713,Tract 009900,1,4,2,7,2.333333330000000,4.211453740000000,25.568281940000000
18850,123039364,5/21/2014,300000,2,1,970,13700,1,0,0,3,6,970,0.0,1949,0,98106,47.515,-122.362,1570,10880,Tract 026600,4,4,4,12,4.000000000000000,25.104443600000000,56.513482720000000
18851,2175100205,3/23/2015,1300000,5,2.25,2690,10800,1,0,3,4,8,2020,670.0,1956,0,98040,47.5821,-122.247,3380,9134,Tract 024300,2,2,2,6,2.000000000000000,5.910138250000000,31.025345620000000
18852,8813400165,8/19/2014,675000,4,2,1890,5188,1.5,0,0,4,7,1670,220.0,1940,0,98105,47.6633,-122.287,1800,4848,Tract 004200,1,2,1,4,1.333333330000000,3.807046580000000,20.832348070000000
18853,2597531020,11/4/2014,925850,6,3.25,3140,14923,2,0,0,3,10,3140,0.0,1991,0,98006,47.5411,-122.133,2980,10758,Tract 024903,3,1,3,7,2.333333330000000,15.295270080000000,46.851385390000000
18854,723069013,7/18/2014,255500,2,1,1440,43560,1,0,0,4,7,1150,290.0,1965,0,98027,47.4916,-122.082,1870,56628,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
18855,1137800230,5/14/2014,450000,3,2.5,2910,17172,2,0,0,3,10,2910,0.0,1989,0,98003,47.2789,-122.331,2910,20048,Tract 030304,2,4,3,9,3.000000000000000,9.522502740000000,46.487376510000000
18856,3221069057,11/5/2014,280000,3,1,1310,22652,1,0,0,3,7,1310,0.0,1968,0,98092,47.2574,-122.072,1600,103672,Tract 031202,1,3,2,6,2.000000000000000,1.301587300000000,26.936507940000000
18857,3832500230,1/5/2015,245000,4,2.25,2140,8800,2,0,0,4,7,2140,0.0,1963,0,98032,47.3655,-122.291,2060,9790,Tract 029801,3,4,4,11,3.666666670000000,11.557151910000000,49.841538140000000
18858,1138010220,3/17/2015,344950,3,1,1090,6712,1,0,0,4,7,1090,0.0,1972,0,98034,47.7155,-122.211,1440,7350,Tract 022202,2,3,2,7,2.333333330000000,7.508626640000000,30.835058660000000
18859,3205500230,8/11/2014,381000,3,1.75,1330,7216,1,0,0,3,7,1330,0.0,1969,,98034,47.7199,-122.18,1500,8000,Tract 021903,2,3,2,7,2.333333330000000,5.704534370000000,24.378352020000000
18860,4389201241,12/30/2014,1950000,4,4,4690,6900,2,0,0,3,11,3480,1210.0,2001,0,98004,47.6165,-122.216,2800,11240,Tract 024000,3,2,3,8,2.666666670000000,11.922732510000000,41.895867980000000
18861,9808700025,2/11/2015,1500000,3,1.5,1910,21374,1,0,0,1,8,1910,0.0,1955,0,98004,47.6453,-122.214,2850,16167,Tract 024100,2,1,1,4,1.333333330000000,4.960727570000000,23.522116580000000
18862,4399210110,6/19/2014,232603,3,1.75,1750,11461,2,0,0,4,7,1750,0.0,1976,0,98002,47.3173,-122.21,2140,11276,Tract 030504,3,5,3,11,3.666666670000000,10.509554140000000,36.487716110000000
18863,7972602490,12/12/2014,220000,5,2.5,1760,10200,1.5,0,0,3,6,1760,0.0,1925,0,98106,47.5271,-122.351,1370,7620,Tract 011300,3,5,4,12,4.000000000000000,12.078253470000000,54.408846040000000
18864,2128000180,8/11/2014,600000,4,1.75,1810,7700,1,0,0,5,8,1390,420.0,1977,,98033,47.6976,-122.169,2080,7700,Tract 022603,2,2,2,6,2.000000000000000,6.782639250000000,35.670356700000000
18865,4345000090,11/5/2014,239000,3,2.5,1360,5754,2,0,0,3,7,1360,0.0,1994,0,98030,47.3645,-122.183,1360,7050,Tract 029601,4,4,4,12,4.000000000000000,18.108186290000000,57.434191500000000
18866,6413100242,8/26/2014,400000,3,1.75,1730,9211,1,0,0,3,8,1730,0.0,1961,0,98125,47.7149,-122.322,1440,9211,Tract 000600,3,4,3,10,3.333333330000000,12.417814170000000,37.365091180000000
18867,4218400455,7/8/2014,2180000,6,2.75,4710,11000,2,0,3,3,10,3690,1020.0,1931,0,98105,47.6622,-122.272,2950,5300,Tract 004100,2,1,1,4,1.333333330000000,5.454545450000000,18.219696970000000
18868,1568100220,9/8/2014,350000,3,1,1010,8551,1,,0,5,7,1010,0.0,1953,,98155,47.7351,-122.295,1310,8504,Tract 021300,2,4,2,8,2.666666670000000,6.514341270000000,31.818181820000000
18869,1626069220,9/5/2014,562000,3,2.5,2400,97138,2,0,0,5,8,2400,0.0,1983,,98077,47.7361,-122.046,2230,54450,Tract 032311,1,2,1,4,1.333333330000000,2.503229970000000,18.104005170000000
18870,3342103149,9/10/2014,380000,3,1.5,1540,8400,1,,0,5,7,1540,0.0,1968,0,98056,47.5237,-122.199,1690,7689,Tract 025301,3,4,3,10,3.333333330000000,10.436781610000000,45.900383140000000
18871,8127700410,10/15/2014,511200,4,1.75,1480,7875,1,0,0,3,7,740,740.0,1927,0,98199,47.643,-122.397,1680,5851,Tract 005700,1,2,1,4,1.333333330000000,1.452464790000000,19.468896710000000
18872,3629970090,10/14/2014,680000,4,2.5,2520,5000,2,0,0,3,9,2520,0.0,2004,0,98029,47.5524,-121.992,2910,5001,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
18873,8910500237,7/26/2014,350000,3,3.25,1210,941,2,0,0,3,8,1000,210.0,2002,,98133,47.7114,-122.356,1650,1493,Tract 001400,1,4,2,7,2.333333330000000,4.198198200000000,26.306306310000000
18874,621069218,2/19/2015,410000,5,2.5,2670,184140,1,0,0,3,8,1410,1260.0,1980,0,98042,47.3429,-122.097,1860,35719,Tract 032006,1,3,1,5,1.666666670000000,1.761542740000000,14.963842020000000
18875,3394100230,5/22/2014,1050000,4,2.5,3030,12590,1.5,,0,4,10,3030,0.0,1988,0,98004,47.5806,-122.193,2980,11635,Tract 023900,3,1,2,6,2.000000000000000,11.672934950000000,31.689650370000000
18876,8682211030,10/28/2014,391265,3,2,1440,3900,1,0,0,3,8,1440,0.0,2002,0,98053,47.7022,-122.021,1350,3900,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
18877,5427100150,6/26/2014,1410000,4,2.25,3250,16684,2,0,0,3,9,3250,0.0,1979,,98039,47.6334,-122.229,2890,16927,Tract 024200,2,1,2,5,1.666666670000000,5.572851810000000,29.919053550000000
18878,7579200600,4/28/2015,575000,3,2,1750,5750,1,0,2,5,7,870,880.0,1956,0,98116,47.5579,-122.384,1750,5750,Tract 010500,2,4,1,7,2.333333330000000,4.860739150000000,21.585431170000000
18879,7302000610,5/8/2015,316000,4,1.5,2120,46173,2,0,0,3,7,2120,0.0,1974,,98053,47.6503,-121.968,2000,46173,Tract 032315,1,2,1,4,1.333333330000000,2.753464620000000,15.098468270000000
18880,3004800175,4/16/2015,165000,3,1,1050,5156,1.5,,0,3,7,1050,0.0,1919,0,98106,47.5169,-122.358,1050,5502,Tract 026600,4,4,4,12,4.000000000000000,25.104443600000000,56.513482720000000
18881,2397101055,8/12/2014,850000,3,2.25,1950,3600,1.5,0,0,5,8,1430,520.0,1911,0,98119,47.637,-122.363,1950,3600,Tract 006900,1,2,1,4,1.333333330000000,0.322320710000000,12.993553590000000
18882,2354300845,8/4/2014,210000,3,1,1020,6000,1,0,0,3,5,1020,0.0,1900,0,98027,47.5281,-122.031,2070,7200,Tract 032103,2,4,2,8,2.666666670000000,5.696846390000000,23.784333670000000
18883,984220330,8/24/2014,325000,4,2.5,1820,9161,1,0,0,4,7,1220,600.0,1975,0,98058,47.4333,-122.168,1860,7650,Tract 029304,3,3,3,9,3.000000000000000,10.586383310000000,46.989374260000000
18884,7273100026,4/7/2015,682000,4,2.5,2390,53941,2,0,0,3,8,2390,0.0,1989,0,98053,47.7066,-122.08,2610,104108,Tract 032326,2,1,2,5,1.666666670000000,7.666181470000000,23.944687050000000
18885,6386200100,7/18/2014,430000,3,2.5,1400,7508,2,0,0,4,7,1400,0.0,1987,0,98034,47.7233,-122.167,1710,7700,Tract 021904,3,3,3,9,3.000000000000000,15.717448180000000,42.382773190000000
18886,9324800025,11/25/2014,325500,3,1.5,1540,8110,1,0,0,4,7,1190,350.0,1959,,98125,47.7329,-122.291,1290,8110,Tract 000100,3,5,3,11,3.666666670000000,11.025995230000000,46.037925400000000
18887,4058800930,7/20/2014,385000,3,1.75,2370,6360,1,0,3,3,7,1280,1090.0,1954,0,98178,47.5039,-122.24,1990,6360,Tract 026001,3,3,5,11,3.666666670000000,11.478991600000000,66.100840340000000
18888,1972201161,3/23/2015,435000,1,1,670,1800,1,0,0,5,6,670,0.0,1905,0,98103,47.654,-122.35,1330,3360,Tract 004900,1,4,1,6,2.000000000000000,1.413380000000000,12.868488360000000
18889,2202500025,7/21/2014,550000,4,1,2420,15520,2,0,0,4,7,2420,0.0,1945,0,98006,47.5744,-122.137,1630,9965,Tract 024800,4,4,4,12,4.000000000000000,22.468142190000000,60.311871230000000
18890,4077800258,10/9/2014,400000,3,1,1000,7800,1,0,0,4,6,860,?,1930,,98125,47.7098,-122.283,1700,7800,Tract 000800,1,3,1,5,1.666666670000000,4.608830360000000,18.319132460000000
18891,2558700220,7/21/2014,503000,4,2.75,2100,7350,1,0,0,5,7,1240,860.0,1978,0,98034,47.7194,-122.172,2490,7350,Tract 021904,3,3,3,9,3.000000000000000,15.717448180000000,42.382773190000000
18892,290200230,8/19/2014,676000,4,2.5,2800,5368,2,0,0,3,8,2800,0.0,2003,0,98074,47.6076,-122.053,2790,5368,Tract 032203,2,1,2,5,1.666666670000000,9.129940650000000,34.524561180000000
18893,1951100100,11/13/2014,180000,3,1,940,11055,1.5,0,0,4,7,940,0.0,1959,,98032,47.3732,-122.295,1420,9100,Tract 029004,4,5,5,14,4.666666670000000,24.174707970000000,69.832402230000000
18894,9499200220,6/11/2014,234000,3,2,1640,5280,1.5,0,0,5,6,1640,0.0,1910,0,98002,47.3089,-122.213,1160,7875,Tract 030600,2,4,3,9,3.000000000000000,5.669050050000000,45.369424580000000
18895,999000215,5/12/2014,734200,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080.0,1928,0,98107,47.6726,-122.371,1850,5000,Tract 003300,1,3,1,5,1.666666670000000,2.046658080000000,17.876055530000000
18896,822069118,7/29/2014,920000,3,3.25,3660,66211,2,0,0,3,10,3660,0.0,2003,0,98038,47.4087,-122.062,3660,107153,Tract 032007,1,2,1,4,1.333333330000000,0.470132740000000,18.086283190000000
18897,2425049066,6/16/2014,1920000,4,2.5,3070,34412,1,0,3,4,9,2070,1000.0,1950,,98039,47.64,-122.24,3780,27940,Tract 024200,2,1,2,5,1.666666670000000,5.572851810000000,29.919053550000000
18898,7950700110,12/9/2014,224000,3,1.75,1100,10125,1,0,0,4,7,1100,0.0,1969,0,98092,47.3232,-122.103,1520,10125,Tract 031601,1,3,1,5,1.666666670000000,2.604634450000000,18.591701100000000
18899,9253900408,4/8/2015,1400000,3,2.75,3130,19530,1,1,4,3,8,1690,1440.0,1947,1984,98008,47.5895,-122.111,2980,18782,Tract 023403,3,3,2,8,2.666666670000000,10.512260260000000,33.357611070000000
18900,3313600077,9/19/2014,185000,3,1,1320,7155,1,0,0,4,6,1320,0.0,1961,0,98002,47.2857,-122.22,1070,8100,Tract 030802,3,5,4,12,4.000000000000000,14.946070880000000,49.486389320000000
18901,452001540,8/18/2014,554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0.0,1900,,98107,47.6755,-122.369,1530,5000,Tract 003300,1,3,1,5,1.666666670000000,2.046658080000000,17.876055530000000
18902,3832710210,8/25/2014,268000,3,1.75,1480,8009,1,0,0,3,7,980,500.0,1980,0,98032,47.3657,-122.28,1790,7678,Tract 029801,3,4,4,11,3.666666670000000,11.557151910000000,49.841538140000000
